Date,Suction Pressure,Discharge Pressure,Sensor4,Ambient Tempo,Fluid Temp,Stator Tempo,V_Z,V_X,TEMP_MB,Voltage,Current,RPM_MOTOR,STATUS_INV
2024-11-13 14:44:55,-0.128,-0.018,,28.1,23.4,32,,0.46,19.82,380,4.51,1999,4
2024-11-13 14:44:58,-0.126,-0.017,,28.1,23.4,32,,0.46,19.81,380,4.51,1999,4
2024-11-13 14:45:01,-0.128,-0.028,,28.1,23.4,32.1,0.43,0.47,19.79,380,4.52,1999,4
2024-11-13 14:45:04,-0.126,-0.036,,28.1,23.4,32,0.43,0.47,19.79,380,4.52,1999,4
2024-11-13 14:45:07,-0.128,-0.038,,28,23.4,32.1,0.38,0.38,19.79,380,4.52,1999,4
2024-11-13 14:45:10,-0.131,-0.039,,28,23.4,32,0.34,0.44,19.79,380,4.52,1999,4
2024-11-13 14:45:13,-0.123,-0.041,,28,23.4,32.2,0.34,0.44,19.82,380,4.52,1999,4
2024-11-13 14:45:16,-0.127,-0.046,,28,23.4,32.1,0.34,0.44,19.82,380,4.52,1999,4
2024-11-13 14:45:19,-0.128,-0.045,,28,23.4,32.1,0.66,0.43,19.79,380,4.52,1999,4
2024-11-13 14:45:22,-0.126,-0.041,,28,23.4,32.1,0.66,0.43,19.81,380,4.52,1999,4
2024-11-13 14:45:25,-0.124,-0.044,,27.9,23.4,32.1,0.47,0.45,19.81,380,4.52,1999,4
2024-11-13 14:45:28,-0.126,-0.042,,27.9,23.4,32.1,0.47,0.45,19.81,380,4.52,1999,4
2024-11-13 14:45:31,-0.127,-0.037,,27.9,23.4,32.1,0.48,0.48,19.79,380,4.52,1999,4
2024-11-13 14:45:34,-0.128,-0.034,,27.9,23.4,32.2,0.48,0.48,19.78,380,4.52,1999,4
2024-11-13 14:45:37,-0.127,-0.035,,27.9,23.5,32.2,0.52,0.44,19.78,380,4.52,1999,4
2024-11-13 14:45:40,-0.124,-0.031,,27.9,23.5,32.2,0.52,0.44,19.78,380,4.52,1999,4
2024-11-13 14:45:43,-0.124,-0.034,,27.9,23.5,32.2,0.52,0.44,19.81,380,4.5,1999,4
2024-11-13 14:45:46,-0.127,-0.034,,28,23.5,32.2,0.35,0.44,19.79,380,4.5,1999,4
2024-11-13 14:45:49,-0.127,-0.029,,28,23.5,32.1,0.42,0.45,19.79,380,4.5,1999,4
2024-11-13 14:45:52,-0.126,-0.03,,28,23.5,32.2,0.42,0.45,19.78,380,4.5,1999,4
2024-11-13 14:45:55,-0.126,-0.032,,28,23.5,32.2,0.66,0.9,19.78,380,4.51,1999,4
2024-11-13 14:45:58,-0.126,-0.033,,28,23.5,32.2,0.66,0.9,19.79,380,4.51,1999,4
2024-11-13 14:46:01,-0.127,-0.034,,28,23.5,32.3,0.66,0.9,19.79,380,4.51,1999,4
2024-11-13 14:46:04,-0.127,-0.036,,28,23.5,32.2,0.47,0.41,19.74,380,4.51,1999,4
2024-11-13 14:46:07,-0.128,-0.032,,28,23.5,32.2,0.48,0.32,19.73,380,4.51,1999,4
2024-11-13 14:46:10,-0.129,-0.036,,28.1,23.5,32.3,0.48,0.32,19.73,380,4.51,1999,4
2024-11-13 14:46:13,-0.128,-0.038,,28.1,23.5,32.3,0.6,0.32,19.73,380,4.51,1999,4
2024-11-13 14:46:16,-0.126,-0.036,,28.1,23.5,32.3,0.6,0.36,19.7,380,4.51,1999,4
2024-11-13 14:46:21,-0.127,-0.035,,28.2,23.5,32.2,0.6,0.36,19.71,380,4.51,1999,4
2024-11-13 14:46:24,-0.127,-0.032,,28.2,23.5,32.3,0.53,0.37,19.71,380,4.51,1999,4
2024-11-13 14:46:27,-0.127,-0.029,,28.1,23.6,32.3,0.43,0.38,19.73,380,4.5,1999,4
2024-11-13 14:46:30,-0.124,-0.024,,28.2,23.5,32.3,0.43,0.38,19.73,380,4.5,1999,4
2024-11-13 14:46:33,-0.126,-0.034,,28.2,23.5,32.4,0.43,0.38,19.7,380,4.51,1999,4
2024-11-13 14:46:36,-0.127,-0.039,,28.2,23.6,32.3,0.62,0.4,19.7,380,4.51,1999,4
2024-11-13 14:46:39,-0.129,-0.042,,28.2,23.6,32.3,0.62,0.4,19.7,380,4.51,1999,4
2024-11-13 14:46:42,-0.127,-0.042,,28.2,23.6,32.4,0.65,0.31,19.73,380,4.51,1999,4
2024-11-13 14:46:45,-0.13,-0.037,,28.2,23.6,32.3,0.44,0.29,19.73,380,4.5,1999,4
2024-11-13 14:46:48,-0.128,-0.042,,28.2,23.6,32.3,0.44,0.29,19.73,380,4.5,1999,4
2024-11-13 14:46:51,-0.127,-0.041,,28.2,23.6,32.4,0.44,0.29,19.7,380,4.5,1999,4
2024-11-13 14:46:54,-0.123,-0.044,,28.2,23.6,32.4,0.42,0.29,19.7,380,4.51,1999,4
2024-11-13 14:46:57,-0.119,-0.045,,28.2,23.6,32.3,0.42,0.29,19.68,380,4.51,1999,4
2024-11-13 14:47:00,-0.114,-0.041,,28.2,23.6,32.3,0.47,0.45,19.68,380,4.51,1999,4
2024-11-13 14:47:03,-0.114,-0.025,,28.3,23.6,32.3,0.47,0.45,19.65,0,0,0,0
2024-11-13 14:47:06,-0.114,-0.016,,28.3,23.6,32.3,0.17,0.15,19.65,0,0,0,0
2024-11-13 14:47:09,-0.117,-0.012,,28.3,23.6,32.3,0.17,0.15,19.63,0,0,0,0
2024-11-13 14:47:12,-0.117,-0.012,,28.3,23.6,32.2,0.24,,19.63,0,,0,0
2024-11-13 14:47:15,-0.116,0.081,,28.3,23.6,32.2,0.24,,19.63,131.8,7.14,569,3
2024-11-13 14:47:18,-0.122,2.763,,28.3,23.6,32.1,0.49,0.52,19.63,131.8,7.14,569,3
2024-11-13 14:47:21,-0.12,5.158,,28.3,23.7,32.2,0.49,0.52,19.63,131.8,7.14,569,3
2024-11-13 14:47:24,-0.131,5.098,,28.3,23.6,32.2,1.7,1.02,19.6,131.8,5.15,1999,3
2024-11-13 14:47:27,-0.133,4.987,,28.3,23.7,32.2,1.7,1.02,19.6,380,5.15,1999,3
2024-11-13 14:47:30,-0.122,4.896,,28.3,23.7,32.2,1.7,1.02,19.6,380,5.15,1999,3
2024-11-13 14:47:33,-0.121,4.954,,28.3,23.7,32.3,1.61,1.48,19.62,380,5.08,1999,3
2024-11-13 14:47:36,-0.13,5.159,,28.3,23.7,32.3,1.33,0.9,19.6,380,5.08,1999,3
2024-11-13 14:47:39,-0.122,5.239,,28.3,23.7,32.3,1.33,0.9,19.6,380,5.08,1999,3
2024-11-13 14:47:42,-0.123,5.212,,28.2,23.7,32.3,1.49,1.15,19.6,380,5.08,1999,3
2024-11-13 14:47:45,-0.127,5.065,,28.3,23.7,32.3,1.49,1.15,19.63,380,5.08,1999,3
2024-11-13 14:47:48,-0.12,4.815,,28.2,23.7,32.2,1.49,1.15,19.62,380,5.08,1999,3
2024-11-13 14:47:51,-0.118,4.585,,28.2,23.7,32.3,1.14,0.86,19.62,380,5.04,1999,3
2024-11-13 14:47:54,-0.123,4.67,,28.2,23.7,32.4,1.41,1.12,19.6,380,5.04,1999,3
2024-11-13 14:47:57,-0.123,4.936,,28.2,23.7,32.4,1.41,1.12,19.6,380,5.04,1999,3
2024-11-13 14:48:00,-0.122,5.023,,28.2,23.7,32.5,1.41,1.12,19.62,380,5.04,1999,3
2024-11-13 14:48:03,-0.13,5.11,,28.2,23.7,32.5,,0.9,19.62,380,5.04,1999,3
2024-11-13 14:48:06,-0.131,5.065,,28.2,23.7,32.5,1.39,0.9,19.58,380,5.04,1999,3
2024-11-13 14:48:09,-0.123,4.794,,28.2,23.8,32.6,1.42,0.81,19.58,380,5.04,1999,3
2024-11-13 14:48:12,-0.126,4.629,,28.2,23.8,32.5,1.13,0.81,19.57,380,5.04,1999,3
2024-11-13 14:48:15,-0.131,4.86,,28.2,23.8,32.6,1.13,0.9,19.57,380,5.03,1999,3
2024-11-13 14:48:18,-0.122,5.093,,28.2,23.8,32.5,1.13,0.9,19.55,380,5.03,1999,3
2024-11-13 14:48:21,-0.122,5.136,,28.2,23.8,32.6,1.09,0.83,19.57,380,5.03,1999,3
2024-11-13 14:48:24,-0.127,5.128,,28.2,23.8,32.7,1.09,0.88,19.57,380,5.01,1999,3
2024-11-13 14:48:27,-0.123,4.971,,28.2,23.8,32.7,1.14,0.88,19.57,380,5.01,1999,3
2024-11-13 14:48:30,-0.117,4.626,,28.2,23.8,32.6,1.14,0.88,19.54,380,5.01,1999,3
2024-11-13 14:48:33,-0.125,4.502,,28.2,23.8,32.7,1.14,1.01,19.54,380,5.03,1999,3
2024-11-13 14:48:36,-0.125,4.811,,28.2,23.8,32.7,1.14,1.01,19.54,380,5.03,1999,3
2024-11-13 14:48:39,-0.119,4.971,,28.2,23.8,32.7,1.52,0.99,19.54,380,5.03,1999,3
2024-11-13 14:48:42,-0.128,5.062,,28.2,23.9,32.7,1.52,0.99,,380,5.03,1999,3
2024-11-13 14:48:45,-0.131,5.083,,28.2,23.9,32.8,1.52,0.86,19.5,380,5.01,1999,3
2024-11-13 14:48:48,-0.12,4.869,,28.2,23.9,32.8,1.3,0.86,19.5,380,5.01,1999,3
2024-11-13 14:48:51,-0.125,4.625,,28.2,23.9,32.8,1.44,0.98,19.54,380,5.01,1999,3
2024-11-13 14:48:54,-0.127,4.773,,28.2,23.9,32.8,1.44,0.98,19.54,380,5.02,1999,3
2024-11-13 14:48:57,-0.12,5.046,,28.2,23.9,32.9,1.44,0.98,19.54,380,5.02,1999,3
2024-11-13 14:49:00,-0.12,5.107,,28.2,23.9,32.9,1.08,0.75,19.54,380,5.02,1999,3
2024-11-13 14:49:03,-0.125,5.132,,28.2,23.9,32.9,1.98,1.15,19.54,380,5,1999,3
2024-11-13 14:49:06,-0.124,5.038,,28.2,23.9,32.8,1.98,1.15,19.54,380,5,1999,3
2024-11-13 14:49:09,-0.118,4.729,,28.2,23.9,32.9,1.5,1.15,,380,5,1999,3
2024-11-13 14:49:12,-0.123,4.485,,28.2,24,32.9,1.5,0.86,19.52,380,5.02,1999,3
2024-11-13 14:49:15,-0.125,4.726,,28.2,24,32.9,1.5,0.86,19.47,380,5.02,1999,3
2024-11-13 14:49:18,-0.12,4.974,,28.2,23.9,33,1.37,0.97,19.5,380,5.02,1999,3
2024-11-13 14:49:21,-0.125,5.057,,28.2,24,33,1.12,0.84,19.5,380,5.02,1999,3
2024-11-13 14:49:24,-0.129,5.096,,28.2,24,33,1.12,0.84,19.5,380,4.98,,3
2024-11-13 14:49:27,-0.126,4.947,,28.2,24,33,1.12,0.84,19.5,380,4.98,1999,3
2024-11-13 14:49:30,-0.123,4.66,,28.2,24,33,1.32,1.11,19.47,380,4.98,1999,3
2024-11-13 14:49:33,-0.126,4.641,,28.3,24,33,1.32,0.94,19.47,380,4.98,1999,3
2024-11-13 14:49:36,-0.124,4.943,,28.3,24,33,1.16,0.94,19.47,380,5,1999,3
2024-11-13 14:49:39,-0.122,5.095,,28.3,24,33.2,1.16,0.94,19.47,380,5,1999,3
2024-11-13 14:49:42,-0.123,5.147,,28.3,24,33.1,1.42,0.98,19.46,380,4.99,1999,3
2024-11-13 14:49:45,-0.125,5.122,,28.3,24,33.1,1.42,0.98,19.46,380,4.99,1999,3
2024-11-13 14:49:48,-0.118,4.883,,28.3,24,33.1,1.08,1.05,19.46,380,4.99,1999,3
2024-11-13 14:49:51,-0.116,4.553,,28.3,24,33.2,1.08,0.73,19.46,380,4.99,1999,3
2024-11-13 14:49:54,-0.128,4.539,,28.3,24.1,33.2,1.08,0.73,19.44,380,4.98,1999,3
2024-11-13 14:49:57,-0.119,4.848,,28.3,24.1,33.2,1.01,0.73,19.44,380,4.98,1999,3
2024-11-13 14:50:00,-0.122,4.954,,28.3,24.1,33.1,1.35,0.98,19.44,380,4.98,1999,3
2024-11-13 14:50:03,-0.131,5.054,,28.3,24.1,33.2,1.35,0.98,19.46,380,4.98,1999,3
2024-11-13 14:50:06,-0.129,5.031,,28.3,24.1,33.2,1.18,0.78,19.46,380,4.98,1999,3
2024-11-13 14:50:09,-0.12,4.738,,28.4,24.1,33.3,1.18,0.78,19.46,380,4.98,1999,3
2024-11-13 14:50:12,-0.126,4.577,,28.4,24.1,33.2,1.18,1.3,19.42,380,4.95,1999,3
2024-11-13 14:50:15,-0.126,4.829,,28.4,24.1,33.3,1.48,1.3,19.41,380,4.95,1999,3
2024-11-13 14:50:18,-0.122,5.02,,28.4,24.1,33.3,1.11,0.7,19.41,380,4.95,1999,3
2024-11-13 14:50:21,-0.122,5.084,,28.4,24.1,33.3,1.11,0.7,19.41,380,4.95,1999,3
2024-11-13 14:50:24,-0.126,5.087,,28.4,24.1,33.3,1.15,0.7,19.42,380,4.98,1999,3
2024-11-13 14:50:27,-0.12,4.923,,28.4,24.2,33.3,1.15,0.96,19.39,380,4.98,1999,3
2024-11-13 14:50:30,-0.115,4.608,,28.4,24.2,33.4,1.15,0.86,19.39,380,4.98,1999,3
2024-11-13 14:50:33,-0.12,4.494,,28.4,24.2,33.3,1.13,0.86,19.41,380,4.98,1999,3
2024-11-13 14:50:36,-0.122,4.821,,28.5,24.2,33.3,1.14,0.97,19.41,380,4.95,1999,3
2024-11-13 14:50:39,-0.12,4.966,,28.4,24.2,33.3,1.14,0.97,19.41,380,4.95,1999,3
2024-11-13 14:50:42,-0.128,5.048,,28.4,24.2,33.3,1.14,0.97,19.39,380,4.97,1999,3
2024-11-13 14:50:45,-0.128,5.086,,28.4,24.2,33.4,1.46,0.79,19.38,380,4.97,1999,3
2024-11-13 14:50:48,-0.127,2.765,,28.4,24.2,33.4,1.46,0.99,19.38,380,4.97,1999,3
2024-11-13 14:50:51,-0.124,-0.019,,28.4,24.2,33.4,1.33,0.99,19.38,380,4.97,1999,3
2024-11-13 14:50:54,-0.127,-0.046,,28.4,24.2,33.4,0.44,0.99,19.38,380,4.48,1999,4
2024-11-13 14:50:57,-0.123,-0.044,,28.4,24.2,33.4,0.44,0.27,19.34,380,4.48,1999,4
2024-11-13 14:51:00,-0.128,-0.043,,28.4,24.2,33.4,0.44,0.27,19.34,380,4.48,1999,4
2024-11-13 14:51:03,-0.129,-0.041,,28.4,24.2,33.3,0.51,0.24,19.36,380,4.48,1999,4
2024-11-13 14:51:06,-0.126,-0.04,,28.4,24.3,33.4,0.51,0.32,19.36,380,4.48,1999,4
2024-11-13 14:51:09,-0.127,-0.04,,28.4,24.3,33.3,0.53,0.32,19.34,380,4.48,1999,4
2024-11-13 14:51:12,-0.127,-0.042,,28.4,24.3,33.3,0.53,0.32,19.34,380,4.46,1999,4
2024-11-13 14:51:15,-0.126,-0.041,,28.4,24.3,33.4,0.54,0.39,19.33,380,4.46,1999,4
2024-11-13 14:51:18,-0.126,-0.041,,28.4,24.3,33.3,0.54,0.39,19.34,380,4.46,1999,4
2024-11-13 14:51:21,-0.127,-0.041,,28.3,24.3,33.3,0.47,0.32,19.34,380,4.46,1999,4
2024-11-13 14:51:24,-0.128,-0.04,,28.4,24.3,33.3,0.47,0.32,19.34,380,4.46,1999,4
2024-11-13 14:51:27,-0.128,-0.043,,28.4,24.3,33.4,0.47,0.27,19.34,380,4.46,1999,4
2024-11-13 14:51:30,-0.127,-0.041,,28.4,24.3,33.2,0.43,0.27,19.31,380,4.46,1999,4
2024-11-13 14:51:33,-0.127,-0.045,,28.4,24.3,33.4,0.41,0.3,19.31,380,4.46,1999,4
2024-11-13 14:51:36,-0.127,-0.042,,28.4,24.3,33.3,0.41,0.3,19.31,380,4.46,1999,4
2024-11-13 14:51:39,-0.127,-0.044,,28.4,24.3,33.2,0.34,0.3,19.31,380,4.46,1999,4
2024-11-13 14:51:42,-0.13,-0.041,,28.4,24.3,33.2,0.34,0.26,19.31,380,4.46,1999,4
2024-11-13 14:51:45,-0.127,-0.041,,28.5,24.3,33.2,0.47,0.36,19.31,380,4.46,1999,4
2024-11-13 14:51:48,-0.127,-0.038,,28.5,24.3,33.3,0.47,0.36,19.31,380,4.46,1999,4
2024-11-13 14:51:51,-0.125,-0.034,,28.5,24.4,33.3,0.36,0.26,19.3,380,4.46,1999,4
2024-11-13 14:51:54,-0.127,-0.035,,28.5,24.4,33.2,0.36,0.26,19.3,380,4.46,1999,4
2024-11-13 14:51:57,-0.124,-0.031,,28.5,24.4,33.2,0.36,0.26,19.3,380,4.46,1999,4
2024-11-13 14:52:00,-0.124,-0.032,,28.5,24.4,33.3,0.48,0.33,19.28,380,4.46,1999,4
2024-11-13 14:52:03,-0.124,-0.03,,28.5,24.4,33.2,0.34,0.27,19.28,380,4.46,1999,4
2024-11-13 14:52:06,-0.126,-0.031,,28.5,24.4,33.2,0.34,0.27,19.28,380,4.45,1999,4
2024-11-13 14:52:09,-0.125,-0.03,,28.6,24.4,33.2,0.42,0.27,19.28,380,4.45,1999,4
2024-11-13 14:52:12,-0.123,-0.032,,28.6,24.4,33.2,0.42,0.34,19.25,380,4.45,1999,4
2024-11-13 14:52:15,-0.124,-0.033,,28.5,24.4,33.2,0.42,0.34,19.25,380,4.45,1999,4
2024-11-13 14:52:18,-0.126,-0.035,,28.6,24.4,33.2,0.44,0.35,19.25,380,4.45,1999,4
2024-11-13 14:52:21,-0.127,-0.034,,28.6,24.4,33.2,0.39,0.29,19.26,380,4.45,1999,4
2024-11-13 14:52:24,-0.122,-0.033,,28.6,24.4,33.2,0.39,0.29,19.26,380,4.45,1999,4
2024-11-13 14:52:27,-0.124,-0.025,,28.6,24.4,33.2,0.39,0.29,19.26,380,4.45,1999,4
2024-11-13 14:52:30,-0.124,-0.028,,28.6,24.4,33.2,0.39,0.32,19.25,380,4.45,1999,4
2024-11-13 14:52:33,-0.127,-0.037,,28.6,24.4,33.2,0.39,0.32,19.26,380,4.45,1999,4
2024-11-13 14:52:36,-0.124,-0.041,,28.6,24.4,33.2,0.45,0.31,19.26,380,4.46,1999,4
2024-11-13 14:52:39,-0.122,-0.043,,28.6,24.4,33.3,0.48,0.26,19.26,380,4.46,1999,4
2024-11-13 14:52:42,-0.124,-0.041,,28.6,24.4,33.3,0.48,0.26,19.23,380,4.45,1999,4
2024-11-13 14:52:45,-0.125,-0.041,,28.6,24.4,33.3,0.48,0.26,19.25,380,4.45,1999,4
2024-11-13 14:52:48,-0.122,-0.041,,28.6,24.5,33.3,,0.29,19.25,380,4.45,1999,4
2024-11-13 14:52:51,-0.124,-0.041,,28.6,24.5,33.2,0.37,0.29,19.25,380,4.45,1999,4
2024-11-13 14:52:54,-0.126,-0.044,,28.6,24.5,33.3,0.41,0.29,19.23,380,4.45,1999,4
2024-11-13 14:52:57,-0.126,-0.044,,28.6,24.5,33.2,0.41,0.31,19.2,380,4.45,1999,4
2024-11-13 14:53:00,-0.124,-0.039,,28.7,24.5,33.2,0.34,0.34,19.2,380,4.45,1999,4
2024-11-13 14:53:03,-0.124,-0.042,,28.7,24.5,33.2,0.34,0.34,19.23,380,4.45,1999,4
2024-11-13 14:53:06,-0.124,-0.044,,28.7,24.5,33.2,0.41,0.28,19.23,380,4.45,1999,4
2024-11-13 14:53:09,-0.124,-0.04,,28.7,24.5,33.2,0.41,0.28,19.2,380,4.45,1999,4
2024-11-13 14:53:12,-0.127,-0.037,,28.7,24.5,33.3,0.41,0.28,19.2,380,4.46,1999,4
2024-11-13 14:53:15,-0.122,-0.034,,28.8,24.5,33.1,0.44,0.31,19.2,380,4.46,1999,4
2024-11-13 14:53:18,-0.122,-0.033,,28.8,24.5,33.2,0.46,0.29,19.2,380,4.46,1999,4
2024-11-13 14:53:21,-0.126,-0.034,,28.8,24.5,33.2,0.46,0.29,19.2,380,4.46,1999,4
2024-11-13 14:53:24,-0.125,-0.038,,28.8,24.5,33.3,0.37,0.29,19.2,380,4.46,1999,4
2024-11-13 14:53:27,-0.122,-0.037,,28.8,24.5,33.2,0.37,0.33,,380,4.46,1999,4
2024-11-13 14:53:30,-0.126,-0.036,,28.9,24.5,33.2,0.37,0.25,19.14,380,4.46,1999,4
2024-11-13 14:53:33,-0.123,-0.034,,28.9,24.5,33.2,0.37,0.25,19.14,380,4.46,1999,4
2024-11-13 14:53:36,-0.125,-0.034,,28.9,24.5,33.2,0.44,0.26,19.14,380,4.46,1999,4
2024-11-13 14:53:39,-0.125,-0.033,,28.9,24.5,33.2,0.44,0.26,19.18,380,4.46,1999,4
2024-11-13 14:53:42,-0.123,-0.029,,29,24.5,33.2,0.44,0.26,19.17,380,4.46,1999,4
2024-11-13 14:53:45,-0.127,-0.032,,29,24.5,33.3,0.44,0.32,19.17,380,4.46,1999,4
2024-11-13 14:53:48,-0.127,-0.031,,29,24.5,33.2,0.47,0.26,19.18,380,4.46,1999,4
2024-11-13 14:53:51,-0.122,-0.03,,29,24.5,33.2,0.47,0.26,19.18,380,4.46,1999,4
2024-11-13 14:53:54,-0.126,-0.029,,29.1,24.6,33.2,0.47,0.26,19.15,380,4.45,1999,4
2024-11-13 14:53:57,-0.124,-0.036,,29.1,24.5,33.2,0.37,0.35,19.15,380,4.45,1999,4
2024-11-13 14:54:00,-0.124,-0.036,,29.1,24.5,33.2,0.37,0.35,19.17,380,4.45,1999,4
2024-11-13 14:54:03,-0.123,-0.032,,29.1,24.6,33.1,0.47,0.29,19.15,380,4.45,1999,4
2024-11-13 14:54:06,-0.124,-0.034,,29.2,24.6,33.3,0.47,0.23,19.15,380,4.45,1999,4
2024-11-13 14:54:09,-0.125,-0.034,,29.2,24.6,33.2,0.47,0.23,19.15,380,4.45,1999,4
2024-11-13 14:54:12,-0.125,-0.035,,29.2,24.6,33.2,0.47,0.23,19.14,380,4.45,1999,4
2024-11-13 14:54:15,-0.122,-0.035,,29.2,24.6,33.2,0.53,0.3,19.14,380,4.45,1999,4
2024-11-13 14:54:18,-0.123,-0.035,,29.2,24.6,33.2,0.53,0.3,19.14,380,4.45,1999,4
2024-11-13 14:54:21,-0.124,-0.03,,29.2,24.6,33.2,0.33,0.27,19.14,380,4.45,1999,4
2024-11-13 14:54:24,-0.126,-0.034,,29.2,24.6,33.2,0.33,0.27,19.12,380,4.47,1999,4
2024-11-13 14:54:27,-0.126,-0.034,,29.2,24.6,33.3,0.39,0.38,19.14,380,4.47,1999,4
2024-11-13 14:54:30,-0.124,-0.034,,29.2,24.6,33.2,0.39,0.38,19.14,380,4.47,1999,4
2024-11-13 14:54:33,-0.126,-0.022,,29.2,24.6,33.2,0.4,0.27,19.1,380,4.47,1999,4
2024-11-13 14:54:36,-0.127,-0.034,,29.2,24.6,33.3,0.4,0.27,19.1,380,4.44,1999,4
2024-11-13 14:54:40,-0.127,-0.04,,29.2,24.6,33.2,0.4,0.27,19.1,380,4.44,1999,4
2024-11-13 14:54:43,-0.128,-0.041,,29.2,24.6,33.2,0.41,0.27,19.07,380,4.46,1999,4
2024-11-13 14:54:46,-0.123,-0.041,,29.2,24.7,33.3,0.53,0.35,19.09,380,4.46,1999,4
2024-11-13 14:54:49,-0.124,-0.038,,29.2,24.7,33.2,0.53,0.35,19.09,380,4.46,1999,4
2024-11-13 14:54:52,-0.127,-0.035,,29.3,24.7,33.2,0.45,0.29,19.09,380,4.46,1999,4
2024-11-13 14:54:55,-0.124,-0.032,,29.3,24.7,33.2,0.45,0.29,19.09,380,4.45,1999,4
2024-11-13 14:54:58,-0.124,-0.036,,29.3,24.7,33.2,0.45,0.29,19.09,380,4.45,1999,4
2024-11-13 14:55:01,-0.127,-0.032,,29.3,24.7,33.3,0.48,0.24,19.09,380,4.45,1999,4
2024-11-13 14:55:04,-0.124,-0.033,,29.3,24.7,33.2,0.48,0.34,19.09,380,4.45,1999,4
2024-11-13 14:55:07,-0.123,-0.034,,29.2,24.7,33.2,0.48,0.34,19.09,380,4.43,1999,4
2024-11-13 14:55:10,-0.121,-0.038,,29.3,24.7,33.2,0.48,0.34,,380,4.43,1999,4
2024-11-13 14:55:13,-0.123,-0.037,,29.3,24.7,33.2,0.4,0.28,19.07,380,4.44,1999,4
2024-11-13 14:55:16,-0.122,-0.032,,29.3,24.7,33.2,0.4,0.31,19.07,380,4.44,1999,4
2024-11-13 14:55:19,-0.124,-0.035,,29.3,24.7,33.3,0.34,0.31,19.07,380,4.44,1999,4
2024-11-13 14:55:22,-0.123,-0.032,,29.3,24.7,33.2,0.42,0.31,19.07,380,4.44,1999,4
2024-11-13 14:55:25,-0.125,-0.034,,29.3,24.7,33.3,0.42,0.31,19.07,380,4.45,1999,4
2024-11-13 14:55:28,-0.126,-0.034,,29.2,24.7,33.3,0.42,0.31,19.07,380,4.45,1999,4
2024-11-13 14:55:31,-0.127,-0.032,,29.2,24.7,33.3,0.32,0.23,19.06,380,4.45,1999,4
2024-11-13 14:55:34,-0.124,-0.032,,29.2,24.7,33.2,0.32,0.26,19.06,380,4.45,1999,4
2024-11-13 14:55:37,-0.124,-0.034,,29.3,24.7,33.3,0.38,0.26,19.06,380,4.45,1999,4
2024-11-13 14:55:40,-0.126,-0.024,,29.3,24.7,33.2,0.38,0.26,19.04,380,4.45,1999,4
2024-11-13 14:55:43,-0.124,-0.028,,29.3,24.7,33.3,0.37,0.3,19.07,380,4.45,1999,4
2024-11-13 14:55:46,-0.115,-0.037,,29.3,24.7,33.2,0.37,0.3,19.07,380,4.45,1999,4
2024-11-13 14:55:49,-0.114,-0.026,,29.3,24.8,33.3,0.52,0.53,19.04,380,4.45,1999,4
