Date,Pressão Sucção,Pressão_Descarga,Sensor4,Temperatura Ambiente,Estator,V_Z,V_X,TEMP_MB,TENSAO,CORRENTE,RPM_MOTOR,STATUS_INV
2024-11-11 13:25:56,-0.033,0.006,,30.6,29.7,,,,,,,
2024-11-11 13:26:56,-0.033,-0.009,,30.7,30.4,,,,380,5.05,1754,0
2024-11-11 13:27:56,-0.034,-0.015,,30.8,31.1,,,,380,,1999,
2024-11-11 13:28:53,-0.032,-0.014,,30.9,31.7,,,,0,0,0,0
2024-11-11 13:29:53,-0.031,-0.009,,30.8,31.7,,,,380,,1999,
2024-11-11 13:30:53,-0.032,0.007,,30.8,32.8,,,,111,6.51,471,0
2024-11-11 13:31:53,-0.032,-0.012,,30.8,32.8,,,,0,0,0,0
2024-11-11 13:32:53,-0.031,-0.015,,30.7,33,,,,0,0,0,0
2024-11-11 13:33:53,-0.032,-0.013,,30.7,33.1,,,,0,0,0,0
2024-11-11 13:34:54,-0.032,-0.013,,30.7,33.1,,,,0,0,0,0
2024-11-11 13:35:54,-0.032,-0.013,,30.8,33,,,,0,0,0,0
2024-11-11 13:36:54,-0.031,-0.013,,30.8,32.9,,,,0,0,0,0
2024-11-11 13:37:54,-0.054,-0.014,,30.8,33.1,,,,380,4.64,1999,4
2024-11-11 13:38:54,-0.118,-0.016,,30.7,34.1,,,,,4.49,1999,4
2024-11-11 13:39:54,-0.121,-0.014,,31,34.5,,,,380,4.46,1999,4
2024-11-11 13:40:55,-0.119,-0.012,,32.8,34.8,,,,380,4.43,1999,4
2024-11-11 13:40:58,-0.12,-0.014,,32.8,34.8,,,,380,4.43,1999,4
2024-11-11 13:41:01,-0.118,-0.013,,32.8,34.8,,,,,4.44,1999,4
2024-11-11 13:41:04,-0.117,-0.014,,32.8,34.7,,,,,4.44,1999,4
2024-11-11 13:41:07,-0.12,-0.014,,32.8,34.7,,,,380,4.44,1999,4
2024-11-11 13:41:10,-0.122,-0.013,,32.8,34.8,,,,380,4.46,1999,4
2024-11-11 13:41:13,-0.12,-0.013,,32.7,34.7,,,,380,4.46,1999,4
2024-11-11 13:41:16,-0.119,-0.014,,32.7,34.8,,,,380,4.46,1999,
2024-11-11 13:41:19,-0.119,-0.016,,32.7,34.8,,,,380,4.46,1999,
2024-11-11 13:41:22,-0.12,-0.016,,32.7,34.7,,,,380,4.46,1999,4
2024-11-11 13:41:25,-0.119,-0.014,,32.7,34.7,,,,,4.45,1999,4
2024-11-11 13:41:28,-0.118,-0.013,,32.7,34.8,,,,380,4.45,,4
2024-11-11 13:41:31,-0.119,-0.013,,32.7,34.8,,,,380,4.45,,4
2024-11-11 13:41:34,-0.119,-0.015,,32.7,34.8,,,,380,4.45,1999,4
2024-11-11 13:41:38,-0.118,-0.015,,32.6,34.8,,,,380,4.45,1999,4
2024-11-11 13:41:41,-0.119,-0.012,,32.5,34.8,,,,380,4.45,1999,4
2024-11-11 13:41:44,-0.118,-0.013,,32.5,34.8,,,,380,4.44,1999,4
2024-11-11 13:41:47,-0.119,-0.014,,32.5,34.8,,,,380,,1999,4
2024-11-11 13:41:50,-0.118,-0.013,,32.5,34.8,,,,,,1999,4
2024-11-11 13:41:53,-0.119,-0.011,,32.5,34.8,,,,,4.44,1999,4
2024-11-11 13:41:56,-0.12,-0.013,,32.4,34.8,,,,,4.44,1999,4
2024-11-11 13:41:59,-0.12,-0.013,,32.4,34.8,,,,380,4.45,1999,4
2024-11-11 13:42:03,-0.119,-0.013,,32.4,34.8,,,,380,4.45,1999,4
2024-11-11 13:42:06,-0.119,-0.013,,32.4,34.8,,,,380,4.45,1999,4
2024-11-11 13:42:09,-0.12,-0.013,,32.4,34.8,,,,380,4.45,1999,4
2024-11-11 13:42:12,-0.118,-0.016,,32.5,34.7,,,,380,4.45,1999,4
2024-11-11 13:42:15,-0.118,-0.014,,32.5,34.8,,,,,4.45,1999,4
2024-11-11 13:42:18,-0.119,-0.015,,32.5,34.7,,,,380,4.45,1999,4
2024-11-11 13:42:21,-0.118,-0.016,,32.5,34.8,,,,380,4.45,1999,4
2024-11-11 13:42:24,-0.119,-0.014,,32.5,34.7,,,,380,4.44,1999,4
2024-11-11 13:42:27,-0.119,-0.013,,32.5,34.8,,,,380,,1999,4
2024-11-11 13:42:30,-0.119,-0.014,,32.5,34.8,,,,380,,1999,4
2024-11-11 13:42:33,-0.119,-0.013,,32.5,34.8,,,,380,4.43,,4
2024-11-11 13:42:36,-0.12,-0.013,,32.5,34.7,,,,380,4.43,1999,4
2024-11-11 13:42:39,-0.119,-0.013,,32.5,34.7,,,,380,4.43,1999,
2024-11-11 13:42:42,-0.119,-0.012,,32.5,34.7,,,,380,4.44,1999,4
2024-11-11 13:42:45,-0.117,-0.014,,32.5,34.8,,,,,4.44,1999,4
2024-11-11 13:42:48,-0.119,-0.014,,32.5,34.7,,,,,4.44,1999,4
2024-11-11 13:42:51,-0.118,-0.014,,32.5,34.8,,,,380,4.44,,4
2024-11-11 13:42:54,-0.119,-0.013,,32.5,34.7,,,,380,4.43,1999,4
2024-11-11 13:42:57,-0.117,-0.014,,32.5,34.8,,,,380,4.43,1999,4
2024-11-11 13:43:00,-0.118,-0.016,,32.4,34.8,,,,380,4.43,1999,4
2024-11-11 13:43:03,-0.12,-0.014,,32.5,34.8,,,,380,4.43,1999,4
2024-11-11 13:43:06,-0.119,-0.017,,32.4,34.7,,,,380,4.43,1999,4
2024-11-11 13:43:09,-0.119,-0.015,,32.4,34.8,,,,380,4.43,1999,4
2024-11-11 13:43:13,-0.119,-0.017,,32.4,34.7,,,,,4.42,1999,4
2024-11-11 13:43:16,-0.118,-0.015,,32.4,34.6,,,,380,4.42,1999,4
2024-11-11 13:43:19,-0.121,-0.013,,32.4,34.8,,,,380,4.42,1999,4
2024-11-11 13:43:22,-0.117,-0.013,,32.4,34.7,,,,380,4.42,1999,4
2024-11-11 13:43:25,-0.122,-0.012,,32.5,34.7,,,,,4.42,1999,4
2024-11-11 13:43:28,-0.12,-0.013,,32.5,34.7,,,,,4.42,1999,4
2024-11-11 13:43:31,-0.118,-0.013,,32.5,34.7,,,,380,4.43,1999,4
2024-11-11 13:43:34,-0.121,-0.014,,32.6,34.8,,,,380,4.43,1999,4
2024-11-11 13:43:37,-0.12,-0.017,,32.6,34.7,,,,380,4.43,1999,4
2024-11-11 13:43:40,-0.122,-0.014,,32.6,34.7,,,,380,4.43,1999,4
2024-11-11 13:43:43,-0.122,-0.016,,32.6,34.7,,,,380,4.42,1999,4
2024-11-11 13:43:46,-0.12,-0.013,,32.7,34.7,,,,380,4.42,1999,4
2024-11-11 13:43:49,-0.118,-0.013,,32.8,34.7,,,,380,4.42,1999,4
2024-11-11 13:43:52,-0.119,-0.014,,32.9,34.7,,,,380,4.42,1999,4
2024-11-11 13:43:55,-0.118,-0.014,,32.9,34.7,,,,380,4.42,1999,4
2024-11-11 13:43:58,-0.119,-0.016,,32.8,34.6,,,,380,4.42,1999,4
2024-11-11 13:44:01,-0.119,-0.016,,32.8,34.7,,,,380,4.42,1999,4
2024-11-11 13:44:04,-0.117,-0.013,,32.8,34.6,,,,380,4.42,1999,4
2024-11-11 13:44:07,-0.119,-0.014,,32.7,34.7,,,,380,4.42,1999,4
2024-11-11 13:44:10,-0.118,-0.013,,32.7,34.7,,,,380,4.42,1999,4
2024-11-11 13:44:14,-0.119,-0.014,,32.7,34.7,,,,,4.42,1999,4
2024-11-11 13:44:17,-0.12,-0.014,,32.7,34.6,,,,,4.42,1999,4
2024-11-11 13:44:20,-0.12,-0.015,,32.7,34.6,,,,380,4.42,1999,4
2024-11-11 13:44:23,-0.119,-0.014,,32.6,34.7,,,,380,4.41,1999,4
2024-11-11 13:44:26,-0.122,-0.013,,32.6,34.6,,,,380,4.41,1999,4
2024-11-11 13:44:29,-0.118,-0.013,,32.6,34.6,,,,380,4.41,1999,4
2024-11-11 13:44:32,-0.118,-0.014,,32.7,34.6,,,,380,4.41,1999,4
2024-11-11 13:44:35,-0.12,-0.015,,32.7,34.7,,,,380,4.41,1999,4
2024-11-11 13:44:38,-0.119,-0.016,,32.7,34.6,,,,380,4.41,1999,4
2024-11-11 13:44:41,-0.118,-0.013,,32.7,34.6,,,,380,4.42,1999,4
2024-11-11 13:44:44,-0.119,-0.013,,32.7,34.6,,,,380,4.42,1999,
2024-11-11 13:44:47,-0.12,-0.016,,32.8,34.7,,,,380,4.42,1999,4
2024-11-11 13:44:50,-0.119,-0.014,,32.8,34.6,,,,380,4.42,1999,4
2024-11-11 13:44:53,-0.12,-0.013,,32.8,34.6,,,,380,4.42,1999,4
2024-11-11 13:44:56,-0.119,-0.014,,32.7,34.7,,,,380,4.42,1999,
2024-11-11 13:44:59,-0.12,-0.014,,32.7,34.6,,,,380,4.42,1999,
2024-11-11 13:45:02,-0.119,-0.014,,32.7,34.6,,,,380,4.42,1999,4
2024-11-11 13:45:05,-0.12,-0.014,,32.7,34.6,,,,380,4.41,1999,4
2024-11-11 13:45:08,-0.119,-0.016,,32.7,34.6,,,,,4.41,1999,4
2024-11-11 13:45:11,-0.119,-0.013,,32.7,34.6,,,,,4.41,1999,4
2024-11-11 13:45:14,-0.119,-0.016,,32.7,34.6,,,,380,4.41,1999,4
2024-11-11 13:45:17,-0.119,-0.014,,32.6,34.6,,,,380,4.41,1999,4
2024-11-11 13:45:20,-0.118,-0.016,,32.7,34.6,,,,380,4.41,1999,4
2024-11-11 13:45:23,-0.12,-0.014,,32.7,34.6,,,,380,4.42,,4
2024-11-11 13:45:26,-0.116,-0.013,,32.7,34.7,,,,380,4.42,1999,4
2024-11-11 13:45:29,-0.119,-0.014,,32.7,34.5,,,,380,4.42,1999,4
2024-11-11 13:45:32,-0.12,-0.014,,32.6,34.6,,,,380,4.42,1999,4
2024-11-11 13:45:36,-0.119,-0.015,,32.6,34.6,,,,380,4.42,1999,4
2024-11-11 13:45:39,-0.119,-0.014,,32.7,34.6,,,,380,4.42,1999,4
2024-11-11 13:45:42,-0.119,-0.015,,32.6,34.6,,,,380,4.41,1999,4
2024-11-11 13:45:45,-0.122,-0.017,,32.6,34.6,,,,,4.41,1999,4
2024-11-11 13:45:48,-0.12,-0.013,,32.6,34.6,,,,380,4.41,1999,4
2024-11-11 13:45:51,-0.12,-0.013,,32.5,34.6,,,,380,4.41,1999,4
2024-11-11 13:45:54,-0.119,-0.016,,32.5,34.6,,,,380,4.41,1999,4
2024-11-11 13:45:57,-0.118,-0.015,,32.5,34.5,,,,380,4.41,1999,4
2024-11-11 13:46:00,-0.113,-0.016,,32.5,34.5,,,,380,4.41,1999,4
2024-11-11 13:46:03,-0.116,-0.015,,32.5,34.6,,,,183.2,6.08,809,0
2024-11-11 13:46:06,-0.116,-0.011,,32.5,34.5,,,,,6.08,809,0
2024-11-11 13:46:09,-0.118,-0.016,,32.5,34.5,,,,,6.08,809,0
2024-11-11 13:46:12,-0.12,-0.012,,32.5,34.4,,,,288.8,5.98,,4
2024-11-11 13:46:15,-0.12,-0.014,,32.4,34.4,,,,288.8,5.98,,4
2024-11-11 13:46:18,-0.119,-0.016,,32.3,34.4,,,,288.8,5.98,1286,4
2024-11-11 13:46:21,-0.119,-0.014,,32.3,34.4,,,,308.4,5.88,,4
2024-11-11 13:46:24,-0.119,-0.015,,32.3,34.3,,,,308.4,5.88,,4
2024-11-11 13:46:27,-0.12,-0.017,,32.3,34.3,,,,308.4,5.88,,
2024-11-11 13:46:30,-0.118,-0.016,,32.3,34.3,,,,308.4,5.88,1298,0
2024-11-11 13:46:33,-0.116,-0.014,,32.3,34.3,,,,288,5.81,1298,0
2024-11-11 13:46:36,-0.116,-0.013,,32.3,34.3,,,,288,5.81,1298,0
2024-11-11 13:46:39,-0.116,-0.013,,32.3,34.2,,,,288,5.81,,2
2024-11-11 13:46:42,-0.121,-0.012,,32.3,34.3,,,,123.6,7.31,,2
2024-11-11 13:46:45,-0.25,-0.013,,32.4,34.2,,,,123.6,7.31,515,2
2024-11-11 13:46:49,-0.428,-0.013,,32.4,34.2,,,,123.6,7.31,515,2
2024-11-11 13:46:52,-0.497,-0.014,,32.5,34.1,,,,380,4.54,1999,2
2024-11-11 13:46:55,-0.208,-0.012,,32.6,34.1,,,,380,4.54,1999,2
2024-11-11 13:46:58,-0.128,-0.01,,32.6,34,,,,380,4.54,1999,2
2024-11-11 13:47:01,-0.127,-0.012,,32.6,34,,,,0,0,0,0
2024-11-11 13:47:04,-0.127,-0.014,,32.6,34,,,,0,0,0,0
2024-11-11 13:47:07,-0.126,-0.014,,32.7,34,,,,0,0,0,0
2024-11-11 13:47:10,-0.123,-0.013,,32.7,34,,,,0,0,0,0
2024-11-11 13:47:13,-0.123,-0.013,,32.8,33.9,,,,0,0,0,0
2024-11-11 13:47:16,-0.119,-0.011,,32.8,33.8,,,,0,0,0,0
2024-11-11 13:47:19,-0.119,-0.012,,32.7,33.7,,,,0,0,0,
2024-11-11 13:47:22,-0.109,-0.013,,32.7,33.7,,,,0,0,0,0
2024-11-11 13:47:25,-0.126,-0.012,,32.8,33.6,,,,0,0,0,0
2024-11-11 13:47:28,-0.21,-0.012,,32.7,33.6,,,,0,0,0,0
2024-11-11 13:47:31,-0.324,-0.014,,32.8,33.6,,,,380,5.63,1794,2
2024-11-11 13:47:34,-0.409,-0.013,,32.8,33.5,,,,380,5.63,1794,2
2024-11-11 13:47:37,-0.467,-0.012,,32.7,33.5,,,,380,5.63,1794,2
2024-11-11 13:47:40,-0.505,-0.009,,32.7,33.5,,,,380,4.61,1999,2
2024-11-11 13:47:44,-0.534,-0.013,,32.8,33.6,,,,380,4.61,1999,2
2024-11-11 13:47:47,-0.551,-0.012,,32.7,33.5,,,,380,4.61,1999,
2024-11-11 13:47:50,-0.563,-0.011,,32.7,33.5,,,,380,4.61,,2
2024-11-11 13:47:53,-0.573,-0.013,,32.7,33.6,,,,380,4.61,,2
2024-11-11 13:47:56,-0.578,-0.011,,32.7,33.4,,,,380,4.61,1999,2
2024-11-11 13:47:59,-0.582,-0.013,,32.7,33.5,,,,380,4.61,1999,2
2024-11-11 13:48:02,-0.589,-0.01,,32.7,33.6,,,,,4.6,1999,2
2024-11-11 13:48:05,-0.588,-0.012,,32.7,33.5,,,,,4.6,1999,2
2024-11-11 13:48:08,-0.59,-0.013,,32.8,33.6,,,,380,4.6,1999,2
2024-11-11 13:48:11,-0.593,-0.013,,32.8,33.6,,,,380,4.59,1999,2
2024-11-11 13:48:14,-0.285,-0.013,,32.8,33.7,,,,380,4.59,1999,2
2024-11-11 13:48:17,-0.143,-0.013,,32.8,33.6,,,,380,,1999,2
2024-11-11 13:48:20,-0.115,-0.013,,32.9,33.6,,,,,4.6,1999,2
2024-11-11 13:48:23,-0.117,-0.008,,32.8,33.7,,,,,4.6,1999,4
2024-11-11 13:48:26,-0.118,-0.013,,32.8,33.7,,,,380,4.6,1999,4
2024-11-11 13:48:29,-0.12,-0.013,,32.8,33.7,,,,380,4.6,1999,4
2024-11-11 13:48:32,-0.118,-0.012,,32.8,33.7,,,,380,4.6,1999,4
2024-11-11 13:48:35,-0.117,-0.014,,32.8,33.7,,,,380,4.44,1999,4
2024-11-11 13:48:38,-0.12,-0.014,,32.7,33.8,,,,380,4.44,1999,4
2024-11-11 13:48:41,-0.119,-0.014,,32.7,33.8,,,,380,4.44,1999,4
2024-11-11 13:48:44,-0.116,-0.014,,32.7,33.8,,,,380,4.43,1999,4
2024-11-11 13:48:47,-0.118,-0.013,,32.6,33.8,,,,380,4.43,1999,4
2024-11-11 13:48:50,-0.118,-0.014,,32.7,33.9,,,,,4.43,1999,4
2024-11-11 13:48:54,-0.124,-0.013,,32.6,33.9,,,,,4.43,1999,4
2024-11-11 13:48:57,-0.119,-0.015,,32.6,33.9,,,,380,4.43,1999,4
2024-11-11 13:49:00,-0.122,-0.016,,32.6,33.9,,,,380,4.43,1999,4
2024-11-11 13:49:03,-0.12,-0.014,,32.6,33.9,,,,380,4.43,1999,4
2024-11-11 13:49:06,-0.119,-0.017,,32.6,33.9,,,,380,4.43,1999,4
2024-11-11 13:49:09,-0.118,-0.013,,32.6,34,,,,380,4.43,1999,4
2024-11-11 13:49:12,-0.121,-0.016,,32.5,34.1,,,,380,4.43,1999,4
2024-11-11 13:49:15,-0.123,-0.016,,32.5,34.1,,,,380,4.43,1999,4
2024-11-11 13:49:18,-0.118,-0.017,,32.5,34,,,,380,4.43,1999,4
2024-11-11 13:49:21,-0.12,-0.017,,32.4,34.1,,,,380,4.43,1999,4
2024-11-11 13:49:24,-0.12,-0.016,,32.4,34.1,,,,380,4.42,1999,4
2024-11-11 13:49:27,-0.121,-0.015,,32.4,34.1,,,,380,4.42,1999,4
2024-11-11 13:49:31,-0.118,-0.015,,32.3,34.1,,,,380,4.41,1999,4
2024-11-11 13:49:34,-0.119,-0.014,,32.3,34.1,,,,380,4.41,1999,4
2024-11-11 13:49:37,-0.122,0.039,,32.4,34.1,,,,380,4.41,1999,4
2024-11-11 13:49:40,-0.123,0.679,,32.4,34.1,,,,380,4.45,1999,4
2024-11-11 13:49:43,-0.12,1.24,,32.4,34.1,,,,380,4.45,1999,4
2024-11-11 13:49:47,-0.122,1.353,,32.5,34.1,,,,380,4.45,1999,4
2024-11-11 13:49:50,-0.119,1.398,,32.5,34.1,,,,380,4.49,1999,4
2024-11-11 13:49:53,-0.123,1.414,,32.6,34.2,,,,380,4.49,1999,4
2024-11-11 13:49:56,-0.122,1.423,,32.6,34.2,,,,380,4.49,1999,4
2024-11-11 13:49:59,-0.123,1.425,,32.6,34.1,,,,380,4.49,1999,4
2024-11-11 13:50:02,-0.122,1.427,,32.6,34.2,,,,380,4.49,1999,4
2024-11-11 13:50:05,-0.123,1.443,,32.6,34.2,,,,380,,1999,4
2024-11-11 13:50:09,-0.122,1.468,,32.5,34.2,,,,380,4.47,1999,4
2024-11-11 13:50:12,-0.121,1.481,,32.5,34.2,,,,380,4.47,1999,4
2024-11-11 13:50:15,-0.118,1.487,,32.5,34.3,,,,380,4.47,1999,4
2024-11-11 13:50:19,-0.119,1.497,,32.5,34.2,,,,380,4.47,1999,4
2024-11-11 13:50:22,-0.12,1.504,,32.5,34.2,,,,380,4.46,1999,4
2024-11-11 13:50:31,-0.12,1.594,,32.6,34.3,,,,380,4.46,1999,4
2024-11-11 13:50:34,-0.123,3.387,,32.6,34.3,,,,380,4.46,1999,4
2024-11-11 13:50:37,-0.123,3.629,,32.7,34.2,,,,380,4.46,1999,4
2024-11-11 13:50:40,-0.121,3.651,,32.7,34.2,,,,380,4.46,1999,4
2024-11-11 13:50:43,-0.123,3.656,,32.7,34.2,,,,380,4.57,1999,4
2024-11-11 13:50:46,-0.122,3.654,,32.8,34.3,,,,380,4.57,1999,4
2024-11-11 13:50:50,-0.124,3.656,,32.8,34.3,,,,380,4.57,1999,4
2024-11-11 13:50:53,-0.124,3.654,,32.8,34.3,,,,380,4.56,1999,4
2024-11-11 13:50:56,-0.118,3.425,,32.8,34.3,,,,380,4.56,1999,4
2024-11-11 13:51:00,-0.123,3.055,,32.8,34.3,,,,380,4.56,1999,4
2024-11-11 13:51:03,-0.122,3.029,,32.9,34.3,,,,380,,1999,4
2024-11-11 13:51:06,-0.123,3.022,,32.9,34.3,,,,380,4.54,1999,4
2024-11-11 13:51:09,-0.122,2.999,,33,34.3,,,,380,4.54,1999,4
2024-11-11 13:51:12,-0.121,2.972,,32.9,34.3,,,,380,4.53,1999,4
2024-11-11 13:51:15,-0.123,2.969,,32.9,34.3,,,,380,4.53,1999,4
2024-11-11 13:51:18,-0.12,2.304,,33,34.3,,,,380,4.53,1999,4
2024-11-11 13:51:21,-0.118,0.959,,33,34.3,,,,380,4.53,1999,0
2024-11-11 13:51:24,-0.121,0.176,,33,34.3,,,,271,5.85,1203,0
2024-11-11 13:51:27,-0.119,-0.058,,33,34.3,,,,271,5.85,1203,0
2024-11-11 13:51:30,-0.118,-0.058,,33.1,34.3,,,,271,5.85,1203,0
2024-11-11 13:51:33,-0.118,-0.057,,33.1,34.2,,,,0,0,0,0
2024-11-11 13:51:36,-0.118,-0.058,,33.1,34.2,,,,0,0,0,0
2024-11-11 13:51:39,-0.12,-0.036,,33.1,34.1,,,,0,0,0,0
2024-11-11 13:51:43,-0.118,0.405,,33.2,34.1,,,,0,7.72,444,4
2024-11-11 13:51:46,-0.124,1.521,,33.2,34,,,,104.8,7.72,444,
2024-11-11 13:51:49,-0.121,2.75,,33.2,34,,,,104.8,7.72,444,
2024-11-11 13:51:52,-0.123,2.835,,33.2,34.1,,,,104.8,7.72,444,4
2024-11-11 13:51:55,-0.122,1.63,,33.2,33.9,,,,380,4.57,1999,4
2024-11-11 13:51:58,-0.121,-0.038,,33.2,33.9,,,,380,4.57,1999,4
2024-11-11 13:52:01,-0.119,-0.05,,33.2,33.9,,,,380,4.57,1999,4
2024-11-11 13:52:04,-0.12,-0.047,,33.3,33.9,,,,380,4.45,1999,4
2024-11-11 13:52:07,-0.123,-0.05,,33.2,33.9,,,,380,4.45,1999,4
2024-11-11 13:52:10,-0.123,0.002,,33.3,33.9,,,,380,4.45,1999,4
2024-11-11 13:52:13,-0.124,0.113,,33.4,33.9,,,,380,4.45,1999,4
2024-11-11 13:52:17,-0.122,0.115,,33.3,33.9,,,,380,4.45,1999,4
2024-11-11 13:52:20,-0.121,0.173,,33.3,33.9,,,,380,4.45,1999,4
2024-11-11 13:52:23,-0.122,0.273,,33.4,33.9,,,,380,4.45,1999,4
2024-11-11 13:52:26,-0.121,0.277,,33.4,34,,,,380,4.45,1999,4
2024-11-11 13:52:29,-0.123,0.275,,33.5,33.9,,,,380,4.45,1999,4
2024-11-11 13:52:32,-0.122,0.384,,33.5,34,,,,380,4.45,1999,4
2024-11-11 13:52:36,-0.125,0.448,,33.5,34,,,,380,4.45,1999,4
2024-11-11 13:52:39,-0.122,0.453,,33.6,33.9,,,,380,4.45,1999,4
2024-11-11 13:52:42,-0.123,0.453,,33.6,34,,,,380,4.45,1999,4
2024-11-11 13:52:45,-0.123,0.453,,33.6,34,,,,380,4.45,1999,4
2024-11-11 13:52:48,-0.119,0.453,,33.6,34,,,,380,4.45,1999,4
2024-11-11 13:52:51,-0.122,0.452,,33.6,33.9,,,,380,4.45,1999,4
2024-11-11 13:52:54,-0.122,0.449,,33.6,34,,,,380,4.45,1999,4
2024-11-11 13:52:57,-0.123,0.449,,33.6,34,,,,380,4.45,1999,4
2024-11-11 13:53:00,-0.122,0.447,,33.6,34,,,,380,4.45,1999,4
2024-11-11 13:53:03,-0.12,0.451,,33.5,34.1,,,,380,4.44,1999,4
2024-11-11 13:53:06,-0.122,0.452,,33.5,34.1,,,,380,4.44,1999,4
2024-11-11 13:53:09,-0.122,0.45,,33.6,34,,,,380,4.44,1999,4
2024-11-11 13:53:12,-0.122,0.452,,33.6,34.1,,,,380,4.44,1999,4
2024-11-11 13:53:15,-0.123,0.453,,33.6,34.1,,,,380,4.43,1999,4
2024-11-11 13:53:18,-0.123,0.449,,33.6,34.1,,,,380,4.43,1999,4
2024-11-11 13:53:21,-0.123,0.452,,33.7,34.2,,,,380,4.43,1999,4
2024-11-11 13:53:24,-0.122,0.452,,33.7,34.1,,,,380,4.43,1999,4
2024-11-11 13:53:27,-0.121,0.451,,33.7,34,,,,380,4.43,1999,4
2024-11-11 13:53:30,-0.122,0.456,,33.7,34,,,,380,4.43,1999,4
2024-11-11 13:53:33,-0.122,0.453,,33.8,34.2,,,,,,,
2024-11-11 13:53:36,-0.123,0.453,,33.8,34.1,,,,380,,,
2024-11-11 13:53:39,-0.123,0.451,,33.8,34.1,,,,380,4.42,1999,4
2024-11-11 13:53:42,-0.121,0.387,,33.7,34.2,,,,380,4.42,,4
2024-11-11 13:53:45,-0.12,0.145,,33.8,34.2,,,,380,4.42,,
2024-11-11 13:53:49,-0.119,2.648,,33.8,34.2,,,,380,4.42,1999,4
2024-11-11 13:53:52,-0.134,5.487,,33.7,34.2,,,,380,4.42,1507,1
2024-11-11 13:53:55,-0.171,5.417,,33.7,34.1,,,,332.8,5.99,1507,1
2024-11-11 13:53:58,-0.172,5.094,,33.7,34.1,,,,332.8,5.99,1507,1
2024-11-11 13:54:01,-0.166,5.091,,33.7,34.2,,,,332.8,5.99,1507,
2024-11-11 13:54:04,-0.163,4.818,,33.7,34.2,,,,380,4.63,1999,
2024-11-11 13:54:07,-0.16,4.619,,33.8,34.1,,,,380,4.63,1999,1
2024-11-11 13:54:10,-0.146,4.352,,33.8,34.1,,,,380,4.63,1999,1
2024-11-11 13:54:13,-0.134,4.185,,33.9,34.1,,,,380,4.62,1999,1
2024-11-11 13:54:16,-0.137,4.018,,33.9,34.1,,,,380,4.62,1999,1
2024-11-11 13:54:20,-0.139,3.867,,33.9,34.1,,,,380,4.62,1999,1
2024-11-11 13:54:23,-0.139,3.849,,33.9,34.1,,,,380,4.61,1999,1
2024-11-11 13:54:26,-0.14,3.739,,33.9,34.1,,,,380,4.61,1999,1
2024-11-11 13:54:29,-0.142,3.636,,33.9,34.1,,,,380,4.61,1999,1
2024-11-11 13:54:32,-0.147,3.532,,33.9,34.1,,,,380,4.61,1999,1
2024-11-11 13:54:35,-0.15,3.459,,34,34.1,,,,380,4.61,1999,1
2024-11-11 13:54:38,-0.156,3.427,,34.1,34.1,,,,380,4.61,1999,1
2024-11-11 13:54:42,-0.159,3.441,,34.1,34.2,,,,380,4.61,1999,1
2024-11-11 13:54:45,-0.154,3.52,,34.1,34.1,,,,380,4.61,1999,1
2024-11-11 13:54:48,-0.155,3.526,,34.1,34.1,,,,380,4.61,1999,1
2024-11-11 13:54:51,-0.154,3.487,,34.1,34.1,,,,380,4.61,1999,1
2024-11-11 13:54:54,-0.154,3.462,,34.1,34.1,,,,380,4.61,1999,1
2024-11-11 13:54:57,-0.152,3.443,,34.1,34.2,,,,380,4.61,1999,1
2024-11-11 13:55:00,-0.148,3.432,,34.1,34.2,,,,380,4.61,1999,1
2024-11-11 13:55:03,-0.147,3.409,,34,34.2,,,,380,4.61,1999,
2024-11-11 13:55:06,-0.143,3.326,,34,34.2,,,,380,4.61,1999,
2024-11-11 13:55:09,-0.152,2.867,,34.1,34.1,,,,380,4.61,1999,1
2024-11-11 13:55:12,-0.157,2.344,,34,34.1,,,,380,4.59,1999,1
2024-11-11 13:55:15,-0.162,1.883,,34,34.2,,,,380,4.59,1999,1
2024-11-11 13:55:18,-0.159,1.474,,34,,,,,380,4.59,1999,1
2024-11-11 13:55:22,-0.154,0.923,,34,34.2,,,,380,4.59,1060,0
2024-11-11 13:55:25,-0.145,0.44,,34,34.2,,,,240.6,5.93,,0
2024-11-11 13:55:28,-0.137,0.057,,34,34.1,,,,240.6,5.93,,0
2024-11-11 13:55:31,-0.12,-0.009,,34,34.2,,,,240.6,5.93,1060,0
2024-11-11 13:55:34,-0.114,-0.009,,34,34.2,,,,,,1147,0
2024-11-11 13:55:37,-0.115,-0.012,,34,34.2,,,,255.8,,1147,4
2024-11-11 13:55:40,-0.119,-0.012,,34,34.2,,,,255.8,,1147,4
2024-11-11 13:55:44,-0.118,-0.014,,34.1,34.1,,,,380,4.5,1999,4
2024-11-11 13:55:47,-0.12,-0.014,,34,34.2,,,,380,4.5,1999,4
2024-11-11 13:55:50,-0.119,-0.014,,34,34.2,,,,380,4.5,1999,4
2024-11-11 13:55:53,-0.122,-0.013,,33.9,34.2,,,,304.8,5.83,1361,1
2024-11-11 13:55:56,-0.154,0.054,,33.8,34.1,,,,304.8,5.83,1361,1
2024-11-11 13:55:59,-0.168,2.708,,33.9,34.2,,,,304.8,5.83,1361,1
2024-11-11 13:56:02,-0.168,5.334,,33.9,34.2,,,,304.8,4.67,1999,1
2024-11-11 13:56:05,-0.167,5.118,,33.9,34.2,,,,380,4.67,1999,1
